tomo_pnp/meas_5.png	maps	the measured shear (real part), COSMOS mask, channel 5; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/perchannel_5.png	maps	PnPMass2D per-channel reconstruction, channel 5; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/joint_5.png	maps	PnPMass3D joint reconstruction, channel 5; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/perchannel_nulled_5.png	maps	per-channel reconstruction after the BNT nulling, channel 5; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/joint_nulled_5.png	maps	joint reconstruction after the BNT nulling, channel 5; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/truth_6.png	maps	kappaTNG truth, one field, channel 6; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/meas_6.png	maps	the measured shear (real part), COSMOS mask, channel 6; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/perchannel_6.png	maps	PnPMass2D per-channel reconstruction, channel 6; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/joint_6.png	maps	PnPMass3D joint reconstruction, channel 6; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/perchannel_nulled_6.png	maps	per-channel reconstruction after the BNT nulling, channel 6; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/joint_nulled_6.png	maps	joint reconstruction after the BNT nulling, channel 6; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp_nrmse_per_channel.svg	statistics	draft Fig. 4b, PnP error per redshift bin (Leterme, Tersenov & Starck, in prep.)
tomo_denoise_nrmse_per_channel.svg	statistics	draft Fig. 4a, denoising error per redshift bin at sigma 0.2
tomo_pnp_nrmse_per_iteration.png	statistics	draft Fig. 5, PnPMass3D error per iteration
PnP_11_talk.png	maps	PnP_11 with the in-figure bullets painted out and the empty top cropped, for the PIML residuals frame
PnP_14_talk.png	maps	PnP_14, same treatment
Relation_btw_kappa_and_gamma_light.png	diagrams	the kappa/gamma/potential figure with dark labels, for light slides
